"Table S9: Differential expression statistics for those features that were significant and replicated in case-control comparisons. Based on N=351 independent samples/subjects and linear regression (two-sided p-values), see Methods.",,,,,,,,,,,,,,,,,,,,,,
Feature,Type,Symbol,EntrezID,EnsemblGeneID,AnnoClass,meanExprsAdult,Coordinates,log2FC_adj,pval_adj,fdr_adj,log2FC_qsva,pval_qsva,fdr_qsva,log2FC_pca,pval_pca,fdr_pca,CMC_log2FC_adj,CMC_pval_adj,CMC_log2FC_qsva,CMC_pval_qsva,CMC_log2FC_pca,CMC_pval_pca
ENSG00000126733,Gene,DACH2,117154,ENSG00000126733,InEns,3.576966749,chrX:85403462-86087607(+),0.052290203,0.301499702,0.566250843,0.108877118,0.000475694,0.056248459,0.05605633,0.064020491,0.479895055,0.075227038,0.054273485,0.054416653,0.026941706,0.032929998,0.102304219
ENSG00000112964,Gene,GHR,2690,ENSG00000112964,InEns,0.502588066,chr5:42423879-42721979(+),0.03902474,0.014923814,0.102591119,0.044020866,0.000481947,0.056251108,0.031594192,0.011353408,0.265374915,0.064674188,5.80E-05,0.049371516,0.000340763,0.038055618,0.004766489
ENSG00000170634,Gene,ACYP2,101927144,ENSG00000170634,InEns,8.630445868,chr2:54197975-54532437(+),-0.072244373,0.026783973,0.144440644,-0.064843137,0.000488138,0.056251108,-0.034164662,0.008414734,0.242799306,-0.027679179,0.20472709,-0.034189203,0.036007815,-0.031407014,0.018928773
ENSG00000127472,Gene,PLA2G5,5322,ENSG00000127472,InEns,1.363995185,chr1:20354672-20417683(+),-0.059485587,0.235507966,0.496150495,-0.141110282,0.000489708,0.056251108,-0.085447614,0.010040526,0.25646617,-0.082307548,0.001068021,-0.077893261,0.000592289,-0.041677638,0.026165347
ENSG00000110660,Gene,SLC35F2,54733,ENSG00000110660,InEns,1.14695431,chr11:107661717-107799019(-),0.083484419,0.000208455,0.006827555,0.075694458,0.000531044,0.059031499,0.055297533,0.010311184,0.257480726,0.092888192,4.83E-06,0.078550665,7.10E-06,0.062129631,0.000400435
ENSG00000174740,Gene,PABPC5,140886,ENSG00000174740,InEns,0.749110347,chrX:90689594-90693583(+),0.015157241,0.441622872,0.686917721,0.051705591,0.000535394,0.059242109,0.044984077,0.000956277,0.109599487,0.058828986,0.015071488,0.038033766,0.012082692,0.032716711,0.011009899
ENSG00000119314,Gene,PTBP3,9991,ENSG00000119314,InEns,3.745374939,chr9:114980715-115095947(-),0.025684135,0.440418661,0.686069031,0.05496109,0.00055058,0.059310763,0.041805929,0.000683275,0.092077933,0.06408876,0.015497004,0.043847273,0.005533152,0.018617277,0.076295573
ENSG00000169255,Gene,B3GALNT1,8706,ENSG00000169255,InEns,11.99519191,chr3:160801671-160823172(-),-0.021240193,0.647045934,0.829993725,0.057578914,0.00055846,0.059310763,0.043695618,0.001058878,0.114320388,0.045660536,0.226209584,0.042619103,0.008488658,0.00506022,0.638498392
ENSG00000038295,Gene,TLL1,7092,ENSG00000038295,InEns,0.386815499,chr4:166794410-167025047(+),0.005510742,0.720689315,0.870030342,0.043474122,0.000558876,0.059310763,0.039673285,0.000532236,0.088653569,0.041655254,0.011434237,0.025679864,0.043365699,0.037684372,0.003705266
ENSG00000177888,Gene,ZBTB41,360023,ENSG00000177888,InEns,4.981947227,chr1:197122810-197169672(-),0.012731801,0.786034068,0.903708774,0.067870842,0.000563807,0.059310763,0.020190714,0.151409776,0.607847976,0.065833818,0.113164097,0.040038276,0.020738979,0.010613877,0.257870688
ENSG00000256193,Gene,LINC00507,100862680,ENSG00000256193,InEns,13.19714294,chr12:128399917-128436097(+),-0.221238498,0.004406035,0.048798152,-0.169969329,0.000584708,0.059844046,-0.127460058,0.001211212,0.122246255,-0.088918973,0.14031267,-0.093027564,0.043410947,-0.073398925,0.046024311
ENSG00000138678,Gene,AGPAT9,84803,ENSG00000138678,InEns,1.029049241,chr4:84457067-84527028(+),-0.12388368,9.46E-06,0.001014379,-0.081158363,0.00058549,0.059844046,-0.034810074,0.121039767,0.573134493,-0.038627676,0.04263077,-0.040723349,0.016728332,-0.015870259,0.299697419
ENSG00000151233,Gene,GXYLT1,283464,ENSG00000151233,InEns,1.672859733,chr12:42475647-42538681(-),0.02672937,0.286359937,0.551514707,0.047184056,0.000594672,0.060081745,0.027180126,0.019040936,0.315777444,0.05344732,0.005431987,0.045065473,0.000612726,0.018003294,0.07267804
ENSG00000122687,Gene,FTSJ2,29960,ENSG00000122687,InEns,6.421408989,chr7:2273866-2281840(-),-0.061773499,0.001549925,0.025485543,-0.057791861,0.000608972,0.060371252,-0.035581781,0.029213904,0.364939299,-0.022948433,0.233971384,-0.031195952,0.022334431,-0.027140426,0.037586736
ENSG00000231738,Gene,TSPAN19,144448,ENSG00000231738,InEns,0.447835714,chr12:85408094-85430055(-),0.079110754,0.001218881,0.021555605,0.070035774,0.0006193,0.060371252,0.057706964,0.004897073,0.202967673,0.038357087,0.000762148,0.037227698,0.000376105,0.028443485,0.004726588
ENSG00000198160,Gene,MIER1,57708,ENSG00000198160,InEns,4.166581958,chr1:67390578-67454302(+),0.049753284,0.107417923,0.322725473,0.053589607,0.000619356,0.060371252,0.027680082,0.013229838,0.27509932,0.099452661,0.002266134,0.066623997,1.12E-05,0.025020841,0.015921031
ENSG00000204899,Gene,MZT1,440145,ENSG00000204899,InEns,19.54063803,chr13:73282495-73301825(-),0.025928053,0.634571276,0.821046071,0.086319995,0.000632122,0.060371252,0.053259255,0.011063406,0.263446684,0.073846773,0.283692497,0.072744321,0.04205232,0.039835476,0.021904842
ENSG00000234156,Gene,,NA,ENSG00000234156,InEns,0.279337827,chr9:125372194-125401964(+),-0.11974747,7.60E-06,0.000861254,-0.09139482,0.000647566,0.060371252,-0.076167186,0.00535245,0.212006242,-0.056456259,0.00203563,-0.050228288,0.006534393,-0.030473379,0.098186191
ENSG00000175105,Gene,ZNF654,55279,ENSG00000175105,InEns,2.797415262,chr3:88188254-88193815(+),0.022717421,0.520355549,0.744529127,0.04910163,0.000658756,0.060420216,0.021978036,0.066365323,0.48190796,0.088322423,0.015626468,0.049938716,0.001922666,0.020650249,0.060781882
ENSG00000138623,Gene,SEMA7A,8482,ENSG00000138623,InEns,16.06260773,chr15:74701630-74726808(-),-0.122858251,0.001031831,0.019294449,-0.096389034,0.000661504,0.060442414,-0.054260336,0.023651919,0.339787729,-0.140465477,0.000163204,-0.118279032,1.50E-05,-0.066005457,0.000775923
ENSG00000102554,Gene,KLF5,688,ENSG00000102554,InEns,0.746802588,chr13:73629114-73651676(+),0.104378671,2.81E-05,0.001989852,0.073793961,0.000677368,0.061323113,0.075754781,0.000176678,0.057938955,0.049057924,0.00201994,0.043165679,0.002262122,0.032785136,0.010205431
ENSG00000253753,Gene,,101928087,ENSG00000253753,InEns,0.957314574,chr8:143719949-143722027(+),-0.188717991,2.22E-05,0.001692386,-0.130295279,0.00068455,0.061323113,-0.087278482,0.014270625,0.283088832,-0.027491372,0.016624733,-0.022204555,0.048612605,-0.014073759,0.228238987
ENSG00000137770,Gene,CTDSPL2,51496,ENSG00000137770,InEns,2.582994699,chr15:44719432-44821236(+),0.023562743,0.389195752,0.644738456,0.042235686,0.000699958,0.06184761,0.018937494,0.061395606,0.474066841,0.062727557,0.02169821,0.029931461,0.030247114,0.020391779,0.006736532
ENSG00000111913,Gene,FAM65B,9750,ENSG00000111913,InEns,4.827981066,chr6:24797601-25042238(-),0.064968292,0.069089394,0.249524532,0.072922027,0.000740713,0.063610385,0.054431177,0.002090374,0.150005563,0.080997667,0.000664852,0.07052089,0.000118099,0.050092171,0.001674737
ENSG00000170291,Gene,ELP5,23587,ENSG00000170291,InEns,9.109152573,chr17:7154735-7163259(+),-0.049291969,0.004234123,0.047598018,-0.043621673,0.000741994,0.063610385,-0.01634413,0.134505711,0.591648911,-0.047110113,0.02218346,-0.03137552,0.047817111,-0.01215845,0.352128972
ENSG00000065057,Gene,NTHL1,4913,ENSG00000065057,InEns,4.706911807,chr16:2089816-2097867(-),-0.054372836,0.038890173,0.17995564,-0.07075199,0.000753348,0.063762276,-0.027698162,0.135525449,0.592228287,-0.081938239,0.012903581,-0.055333052,0.015320358,0.007646513,0.649212252
ENSG00000073150,Gene,PANX2,56666,ENSG00000073150,InEns,18.4512781,chr22:50609160-50618723(+),0.028529485,0.644913959,0.828669607,-0.095245889,0.000772731,0.064558195,-0.069320532,0.002677687,0.16162135,-0.094827221,0.019490709,-0.060717147,0.009473703,-0.009408812,0.547224562
ENSG00000124205,Gene,EDN3,1908,ENSG00000124205,InEns,2.012024234,chr20:57875482-57901047(+),-0.261880517,3.01E-09,8.07E-06,-0.120139935,0.000773484,0.064558195,-0.034907966,0.269271871,0.719504661,-0.064549422,1.75E-05,-0.05300126,0.00023538,-0.028663269,0.02575262
ENSG00000114739,Gene,ACVR2B,93,ENSG00000114739,InEns,1.201770492,chr3:38495342-38534633(+),0.042499878,0.008153998,0.071831009,0.043838501,0.000777656,0.064558195,0.01568023,0.135499696,0.592228287,0.043819904,0.002712698,0.038189253,0.000644233,0.012659362,0.163207371
ENSG00000073711,Gene,PPP2R3A,5523,ENSG00000073711,InEns,1.896645057,chr3:135684515-135866733(+),0.027085856,0.409023806,0.661779613,0.059282602,0.000778809,0.064558195,0.023415337,0.114401383,0.563066756,0.057702891,0.012197107,0.030637503,0.035633996,0.017309762,0.084095905
ENSG00000164309,Gene,CMYA5,202333,ENSG00000164309,InEns,0.80255116,chr5:78985700-79096063(+),-0.011621011,0.5543862,0.767596324,-0.050267655,0.000788134,0.064664512,-0.044092295,0.000653167,0.090025177,-0.027261111,0.213401138,-0.033093481,0.034074675,-0.017340593,0.146577311
ENSG00000171862,Gene,PTEN,5728,ENSG00000171862,InEns,10.7787868,chr10:89622870-89731687(+),-0.014927758,0.68435008,0.851229445,0.048443737,0.000835737,0.066812371,0.026414207,0.011606043,0.266987403,0.06296943,0.06558407,0.034296507,0.029804876,0.022599135,0.007314522
ENSG00000101180,Gene,HRH3,11255,ENSG00000101180,InEns,8.513609264,chr20:60790026-60795323(-),0.167494525,0.001261743,0.022119017,0.094757424,0.000837738,0.066812371,0.074377698,0.00622362,0.224068893,0.021522347,0.512629671,0.045878352,0.030990629,0.044776752,0.006881334
ENSG00000186297,Gene,GABRA5,2558,ENSG00000186297,InEns,23.01831427,chr15:27111510-27194354(+),0.049748965,0.393671538,0.649011599,0.08584625,0.000841793,0.066812371,0.073225037,0.000605029,0.089424127,0.113536384,0.00282786,0.10261065,5.78E-05,0.116511546,1.58E-06
ENSG00000183340,Gene,JRKL,8690,ENSG00000183340,InEns,2.20280827,chr11:96123153-96240738(+),0.014848698,0.510027067,0.737272902,0.052517703,0.000850878,0.066812371,0.053082144,3.38E-05,0.036481971,0.063616143,0.001306776,0.047933634,0.00027554,0.017995429,0.071681438
ENSG00000171612,Gene,SLC25A33,84275,ENSG00000171612,InEns,5.274055092,chr1:9599541-9645237(+),0.011603778,0.789809054,0.905976223,-0.096626856,0.000864003,0.067448158,-0.068631972,0.000342406,0.076594581,-0.087235368,0.009043099,-0.09734475,0.000623864,-0.034974382,0.070080904
ENSG00000261302,Gene,,NA,ENSG00000261302,InEns,0.302712174,chr16:56742684-56763880(-),0.036906771,0.013517122,0.097099466,0.045197276,0.000877536,0.06768855,0.043809378,0.001576489,0.136467527,0.032502702,0.010325028,0.028053888,0.022603752,0.011452562,0.328892259
ENSG00000111262,Gene,KCNA1,3736,ENSG00000111262,InEns,8.700801423,chr12:5019071-5040527(+),-0.178912445,0.001996197,0.029307531,-0.102126781,0.000878307,0.06768855,-0.074591356,0.000536323,0.088653569,-0.089149197,0.013126294,-0.107453472,2.10E-05,-0.074396293,4.98E-05
ENSG00000169116,Gene,PARM1,25849,ENSG00000169116,InEns,24.78559877,chr4:75858305-75975325(+),0.045095486,0.43419856,0.681440316,0.083412558,0.000910847,0.068114451,0.033635131,0.097855544,0.543166971,0.09728444,0.007596839,0.070767588,0.003699472,0.04382859,0.017574084
ENSG00000227896,Gene,,NA,ENSG00000227896,InEns,0.59786793,chr10:88281702-88284858(+),0.054494377,0.001622456,0.02599793,0.048821717,0.000938085,0.069395494,0.037425386,0.004892722,0.202967673,0.020230069,0.045319615,0.023702321,0.008877104,0.022788328,0.008920832
ENSG00000034053,Gene,APBA2,321,ENSG00000034053,InEns,29.92855169,chr15:29129629-29410518(+),-0.03414349,0.333780395,0.597598952,-0.057753229,0.000946485,0.069395494,-0.023403097,0.131746791,0.588811081,-0.096354966,0.004601043,-0.085977597,3.72E-06,-0.022617997,0.039691834
ENSG00000122591,Gene,FAM126A,84668,ENSG00000122591,InEns,2.744868517,chr7:22980878-23053749(-),0.056961357,0.231698414,0.49181514,0.087278872,0.00095308,0.069456781,0.051004035,0.021046812,0.328141546,0.097035223,0.00871579,0.059398971,0.009202394,0.03961613,0.036192917
ENSG00000271993,Gene,,NA,ENSG00000271993,InEns,0.970547062,chr3:37223598-37224225(+),0.058362058,0.099061195,0.308409157,0.087893666,0.000992979,0.071379574,0.048919277,0.05878722,0.46585589,0.059937012,0.013192149,0.051924722,0.020310055,0.004574101,0.819749656
ENSG00000187231,Gene,SESTD1,91404,ENSG00000187231,InEns,6.386457042,chr2:179966419-180129517(-),-0.012661909,0.71567759,0.867690734,0.050674118,0.001002292,0.071379574,0.002094778,0.856692586,0.965316623,0.076632691,0.014099577,0.04575664,0.019094286,0.020132461,0.067499404
ENSG00000179454,Gene,KLHL28,54813,ENSG00000179454,InEns,2.770439558,chr14:45393522-45511525(-),-0.002786328,0.930257315,0.971415536,0.055810737,0.001021553,0.072052317,0.03138171,0.020078464,0.321285042,0.08508763,0.009613635,0.060388502,0.000213853,0.014723582,0.107751008
ENSG00000057593,Gene,F7,2155,ENSG00000057593,InEns,0.636720268,chr13:113760105-113774995(+),-0.0523059,0.018731119,0.117177954,-0.057957423,0.001053626,0.073033209,-0.042661152,0.013813229,0.280259285,-0.037297441,0.00081864,-0.032306242,0.001492417,-0.016351875,0.069241296
ENSG00000173227,Gene,SYT12,91683,ENSG00000173227,InEns,6.800974407,chr11:66774249-66818334(+),-0.097463841,0.053406612,0.21571907,-0.082914395,0.001059934,0.073259978,-0.021990463,0.197570552,0.657641044,-0.078621267,0.010717249,-0.045475855,0.03619105,0.02414381,0.0483659
ENSG00000214944,Gene,ARHGEF28,64283,ENSG00000214944,InEns,0.822324043,chr5:72921983-73237818(+),0.02776198,0.141031037,0.376238737,0.047697313,0.001071394,0.073840479,0.029094186,0.028619981,0.363360195,0.067120347,0.000139659,0.04890116,0.000285336,0.05099647,0.000202
ENSG00000124203,Gene,ZNF831,128611,ENSG00000124203,InEns,0.466983058,chr20:57766075-57834168(+),0.056344731,0.00111406,0.020266486,0.040353905,0.001125436,0.074819822,0.022878258,0.04116215,0.41127863,0.048368308,0.000917905,0.040333704,0.001686999,0.028996634,0.008248098
ENSG00000164885,Gene,CDK5,1020,ENSG00000164885,InEns,15.79105267,chr7:150750899-150755617(-),-0.055010036,0.1380314,0.371985453,-0.055523519,0.001130809,0.074819822,-0.028365268,0.013362095,0.275487575,-0.051357528,0.115752388,-0.035630233,0.047520435,-0.006250032,0.652056474
ENSG00000113657,Gene,DPYSL3,1809,ENSG00000113657,InEns,14.98851342,chr5:146770374-146889619(-),0.132859943,9.28E-05,0.004097979,0.083611615,0.001152567,0.075141154,0.03881637,0.096901478,0.541278513,0.091671141,0.00096255,0.094574355,6.97E-05,0.05573537,0.001692725
ENSG00000147100,Gene,SLC16A2,6567,ENSG00000147100,InEns,5.636002376,chrX:73641085-73753752(+),0.033460517,0.225194495,0.484761477,0.054193482,0.001163389,0.075450546,0.048768017,0.000474685,0.083579265,0.021669593,0.279434032,0.038453608,0.008682354,0.033046672,0.001489845
ENSG00000121989,Gene,ACVR2A,92,ENSG00000121989,InEns,2.637809408,chr2:148602086-148688393(+),0.003109538,0.915676035,0.965936263,0.045106828,0.001172373,0.075450546,0.040368807,0.000654075,0.090025177,0.069975038,0.004591109,0.041411984,0.003459818,0.019943649,0.051055508
ENSG00000100285,Gene,NEFH,4744,ENSG00000100285,InEns,49.18653429,chr22:29876219-29887379(+),-0.115466836,0.155388048,0.396558454,-0.158349049,0.0012023,0.07567892,-0.09653799,0.0387572,0.4018624,-0.080025255,0.170574934,-0.08492303,0.044723943,-0.028574497,0.396085275
ENSG00000134198,Gene,TSPAN2,10100,ENSG00000134198,InEns,0.585213453,chr1:115590632-115632121(-),0.02426177,0.302844796,0.567660437,0.066359639,0.00121407,0.075869968,0.06267716,0.001850865,0.143201927,0.060881371,0.000455845,0.054067292,0.000271879,0.043868253,0.001628015
ENSG00000261409,Gene,,NA,ENSG00000261409,InEns,0.218685209,chrX:107963179-107968174(-),0.015264304,0.151470179,0.391052481,0.030693737,0.00125299,0.077300854,0.021815156,0.019099548,0.315777444,0.021544896,0.003901581,0.017861547,0.008372674,0.005444635,0.403292526
ENSG00000102981,Gene,PARD6A,50855,ENSG00000102981,InEns,13.8440974,chr16:67694849-67696681(+),0.005786578,0.892608838,0.955512132,-0.077976459,0.001355568,0.081926047,-0.008082893,0.631251271,0.905923765,-0.100167901,0.007501397,-0.086531358,0.001178195,0.010033633,0.534058901
ENSG00000072415,Gene,MPP5,64398,ENSG00000072415,InEns,6.197121539,chr14:67707826-67802536(+),-0.030125309,0.349889167,0.612824937,0.049519456,0.001381364,0.082228428,0.023447391,0.04510269,0.426653763,0.074113338,0.004486266,0.041879784,0.003661961,0.015875343,0.051603601
ENSG00000103647,Gene,CORO2B,10391,ENSG00000103647,InEns,38.47134142,chr15:68871308-69020145(+),-0.034001768,0.184635079,0.43434439,-0.055302728,0.001387404,0.082228428,-0.045832254,0.004042926,0.188805278,-0.068337534,0.097339262,-0.043907365,0.029548843,-0.000542865,0.964560304
ENSG00000254862,Gene,,NA,ENSG00000254862,InEns,0.160442551,chr11:27493276-27503980(+),0.048133889,0.000205635,0.006776397,0.039940896,0.001399557,0.082543072,0.033716885,0.005387759,0.212833852,0.016811157,0.036041232,0.019192995,0.015104013,0.006385078,0.419379814
ENSG00000272374,Gene,,NA,ENSG00000272374,InEns,0.369188475,chr6:35188147-35192407(-),0.039379848,0.010433549,0.083780981,0.040246848,0.001413551,0.082934299,0.020205029,0.085623055,0.521550394,0.013078945,0.159094399,0.02337321,0.001558362,0.021030878,0.002054869
ENSG00000182319,Gene,,157285,ENSG00000182319,InEns,5.456091137,chr8:8175258-8244008(-),-0.003841876,0.946083646,0.97686113,-0.109920522,0.001429174,0.082934299,-0.066779589,0.014019701,0.282154838,-0.063329276,0.022939085,-0.044752945,0.017172835,-0.028269778,0.042537769
ENSG00000121207,Gene,LRAT,101927965,ENSG00000121207,InEns,0.273749223,chr4:155548097-155674270(+),0.082968608,2.42E-06,0.000443058,0.051617909,0.001431244,0.082934299,0.038683326,0.01424606,0.283088832,0.031217296,0.007221957,0.027517691,0.01107596,0.014496094,0.13493554
ENSG00000130224,Gene,LRCH2,57631,ENSG00000130224,InEns,2.749136189,chrX:114345185-114468635(-),0.064742047,0.048936555,0.204867679,0.049117965,0.001458337,0.083214056,0.04135194,0.000633207,0.090025177,0.089880119,0.010659856,0.051498486,0.001156563,0.009345804,0.424421432
ENSG00000140939,Gene,NOL3,8996,ENSG00000140939,InEns,6.517064314,chr16:67204057-67209643(+),0.174179768,2.12E-05,0.001626969,0.093493682,0.00145923,0.083214056,0.010322387,0.658808027,0.913942659,0.035322791,0.195248452,0.041680467,0.023238346,0.036612956,0.015350969
ENSG00000128059,Gene,PPAT,5471,ENSG00000128059,InEns,2.658759835,chr4:57259528-57301781(-),0.074406591,0.00402551,0.046239686,0.049390363,0.001465559,0.08337784,0.025106627,0.07465272,0.502868724,0.086248944,0.000770685,0.05993084,2.64E-05,0.03257784,0.001691782
ENSG00000164896,Gene,FASTK,10922,ENSG00000164896,InEns,14.07354223,chr7:150773711-150777953(-),0.020547578,0.456799414,0.698753651,-0.051189997,0.001494054,0.083812953,-0.029736086,0.01142791,0.266171007,-0.08362548,0.018583061,-0.04771545,0.008450769,-0.011732307,0.223039451
ENSG00000178602,Gene,OTOS,150677,ENSG00000178602,InEns,0.736538902,chr2:241078446-241083979(-),0.251783338,7.14E-10,2.82E-06,0.116949915,0.001507494,0.084175383,0.068867746,0.059210756,0.46721862,0.131664288,0.006849689,0.109060002,0.006683218,0.095018933,0.01681606
ENSG00000176435,Gene,CLEC14A,161198,ENSG00000176435,InEns,3.358463025,chr14:38723308-38725574(-),-0.107227804,0.010990278,0.086300544,-0.093179662,0.001562154,0.086032591,-0.04522816,0.078193142,0.511358447,-0.076467527,0.005206118,-0.074707021,0.000622722,-0.030545148,0.10723578
ENSG00000085978,Gene,ATG16L1,55054,ENSG00000085978,InEns,6.560056376,chr2:234118697-234204320(+),-0.097047527,1.24E-05,0.001202964,-0.059137412,0.001568026,0.086159306,-0.026514897,0.064960711,0.481678905,-0.032737872,0.125020869,-0.037273275,0.016351521,-0.002046839,0.849439427
ENSG00000171724,Gene,VAT1L,57687,ENSG00000171724,InEns,15.15947397,chr16:77822427-78014004(+),0.030701984,0.499834992,0.730639903,0.107001871,0.001583394,0.086289297,0.107502025,0.000357009,0.076594581,0.139322993,0.000525771,0.123246942,1.26E-05,0.074510175,0.003377997
ENSG00000105968,Gene,H2AFV,94239,ENSG00000105968,InEns,32.56177045,chr7:44866390-44887682(-),0.053473538,0.044449232,0.193687022,0.049582009,0.001615731,0.087145233,0.01146058,0.333268992,0.765038154,0.048165868,0.032535738,0.032025778,0.022350626,0.027166288,0.012380946
ENSG00000258708,Gene,SLC25A21-AS1,NA,ENSG00000258708,InEns,0.520292433,chr14:37641093-37643016(+),0.054853009,0.061126591,0.232080781,0.065871538,0.001625782,0.087343218,0.03132671,0.075450132,0.504996696,0.054985789,0.003869306,0.03862578,0.016736109,0.019544792,0.165505432
ENSG00000214113,Gene,LYRM4,57128,ENSG00000214113,InEns,2.666615228,chr6:5102827-5261172(-),-0.050494651,0.020507112,0.123947019,-0.043333794,0.001642211,0.087834602,-0.030148646,0.019312426,0.317778754,-0.037494672,0.033852478,-0.043527675,0.000818003,-0.016079298,0.104654991
ENSG00000261326,Gene,,NA,ENSG00000261326,InEns,1.44342536,chr1:23607802-23613245(-),0.01175684,0.730587265,0.874639753,0.06156651,0.001656234,0.0880875,0.04071657,0.013113992,0.274467217,0.045738369,0.036961258,0.044934979,0.009395361,0.00663916,0.596421165
ENSG00000167434,Gene,CA4,762,ENSG00000167434,InEns,5.323918357,chr17:58227297-58248260(+),-0.134897529,0.003359283,0.041049957,-0.124449894,0.001714028,0.089450541,-0.08866297,0.011697658,0.26707401,-0.135441368,4.09E-05,-0.118807964,1.79E-05,-0.043545289,0.069995824
ENSG00000105251,Gene,SHD,56961,ENSG00000105251,InEns,3.962983934,chr19:4278598-4290721(+),-0.010970032,0.819084174,0.920170396,-0.1172625,0.001785562,0.091641145,-0.057429483,0.085636351,0.521550394,-0.089927235,0.001083313,-0.082542042,0.000162545,-0.047115531,0.010323981
ENSG00000164118,Gene,CEP44,80817,ENSG00000164118,InEns,1.752237341,chr4:175204828-175254531(+),0.020639172,0.536070544,0.756204307,0.044817397,0.001807549,0.091717167,0.022387335,0.075001387,0.503531862,0.055898696,0.044502505,0.035710981,0.014005675,0.019419975,0.093002565
ENSG00000179542,Gene,SLITRK4,139065,ENSG00000179542,InEns,6.756139674,chrX:142710596-142723596(-),0.096432576,0.082897317,0.27811531,0.112305131,0.001809857,0.091717167,0.065967961,0.026157745,0.351911387,0.098157327,0.0251163,0.054921434,0.008340981,0.025890163,0.030904715
ENSG00000133816,Gene,MICAL2,9645,ENSG00000133816,InEns,12.8856125,chr11:12115543-12285334(+),-0.039907247,0.408715327,0.661457975,-0.061572253,0.001849934,0.093160979,-0.036200644,0.028846931,0.363360195,-0.054061319,0.073753388,-0.050794957,0.004112485,-0.002971096,0.822515912
ENSG00000116191,Gene,RALGPS2,55103,ENSG00000116191,InEns,1.211871838,chr1:178694300-178889238(+),-0.027473048,0.377457765,0.635161229,0.040900928,0.001866805,0.093425432,0.027949647,0.0092958,0.250741675,0.086495879,0.000432863,0.061289952,1.59E-05,0.028232129,0.009790576
ENSG00000115041,Gene,KCNIP3,30818,ENSG00000115041,InEns,9.686642213,chr2:95963052-96051825(+),-0.101936083,0.029664561,0.153292318,-0.073298791,0.00189547,0.094332336,-0.027501028,0.140330766,0.597922067,-0.139582194,0.00088337,-0.089851864,0.004952388,0.003782077,0.822732591
ENSG00000113300,Gene,CNOT6,57472,ENSG00000113300,InEns,3.945540002,chr5:179921412-180005405(+),0.025384482,0.37824008,0.635723746,0.038733878,0.001944164,0.095209486,0.020368442,0.045878008,0.429941453,0.055860972,0.017255131,0.037856011,0.020367102,-0.004666788,0.633993237
ENSG00000124380,Gene,SNRNP27,11017,ENSG00000124380,InEns,10.57129801,chr2:70120692-70132707(+),0.023408503,0.431446468,0.679065099,0.053207398,0.001949593,0.095209486,0.04953355,0.001433836,0.133026865,0.064735048,0.01744232,0.051088484,0.011502728,0.035931019,0.036899445
ENSG00000273373,Gene,,NA,ENSG00000273373,InEns,2.338590925,chr1:110912776-110915625(+),0.068858792,0.067104169,0.245133316,0.074371778,0.001949817,0.095209486,0.056811499,0.004242979,0.191438775,0.030658722,0.206399237,0.0360426,0.032313316,0.002082804,0.890342373
ENSG00000107560,Gene,RAB11FIP2,22841,ENSG00000107560,InEns,11.01045883,chr10:119764427-119806114(-),-0.015199618,0.70863622,0.864898965,0.04749893,0.001981423,0.096168785,0.024830691,0.015491959,0.292866008,0.070573884,0.039044922,0.038905385,0.025033998,0.015012402,0.129562987
ENSG00000009694,Gene,TENM1,10178,ENSG00000009694,InEns,1.416960474,chrX:123509753-124097666(-),-0.037591491,0.254860523,0.518447085,0.052155454,0.001989415,0.096225842,0.041448586,0.005339959,0.211859354,0.073068654,0.001974271,0.059908493,5.10E-05,0.032061111,0.01429915
ENSG00000010256,Gene,UQCRC1,7384,ENSG00000010256,InEns,37.57221881,chr3:48636435-48648409(-),-0.032940983,0.167181271,0.412666127,-0.040451641,0.002049518,0.098092221,-0.018055704,0.087220277,0.524329891,-0.068063399,0.057274982,-0.051045948,0.004069829,-0.006421768,0.597577787
