symbol,Ensembl gene id,colon,kidney,liver,pancreas,lung,prostate,brain,stomach,spleen,lymph node,appendix,small intestine,adrenal gland,duodenum,adipose tissue,endometrium,placenta,testis,gall bladder,urinary bladder,thyroid gland,esophagus,heart,skin,ovary,bone marrow,salivary gland,Category
DNAAF1,ENSG00000154099,0.28,1.35,1.98,0.41,12.32,0.46,3.13,0.37,0.62,0.34,0.4,0.14,2.31,0.3,0.27,1.81,1.77,50.67,0.65,0.44,4.43,0.25,0.17,0.17,0.51,2.82,0.27,Group enriched
HIGD1C,ENSG00000214511,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,0.0,0.18,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.33,0.0,0.0,0.0,0.21,0.0,0.0,Not detected
OLFM1,ENSG00000130558,13.85,7.41,3.06,6.43,9.3,13.03,338.12,7.42,13.44,13.69,12.62,6.58,23.59,4.7,15.03,22.14,0.9,7.08,9.12,10.75,5.58,12.52,7.1,9.77,15.33,0.19,3.89,Moderately tissue enriched
PCDHGA6,ENSG00000253731,0.46,0.89,0.27,0.39,1.23,1.13,2.18,0.45,0.87,0.35,0.68,0.34,1.42,0.22,1.54,2.28,2.49,0.87,1.24,0.52,1.07,0.81,1.0,1.27,3.33,0.03,1.11,Mixed low
CCDC25,ENSG00000147419,29.14,30.61,28.29,14.58,16.53,20.95,27.33,33.67,17.09,24.21,21.84,46.71,31.57,54.63,24.41,21.88,17.61,24.86,21.23,28.15,35.17,24.88,21.94,14.43,15.71,10.84,15.96,Expressed in all high
EDC3,ENSG00000179151,10.2,10.0,6.19,4.37,9.57,10.74,11.34,8.99,11.16,15.19,11.87,9.36,9.03,8.93,12.27,14.0,13.0,33.5,9.76,12.5,11.35,13.11,7.07,12.98,15.69,4.45,8.42,Expressed in all low
PABPC4L,ENSG00000254535,0.37,1.08,0.14,0.19,0.59,2.8,0.18,0.27,0.09,0.31,0.56,0.45,0.55,0.4,1.64,3.7,7.98,0.68,1.32,1.13,2.18,0.82,1.4,0.26,1.96,0.01,1.6,Mixed low
,ENSG00000230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
PRKAR1B,ENSG00000188191,11.85,15.42,6.03,3.52,11.28,11.48,130.22,7.84,15.92,8.61,6.4,10.29,10.93,10.05,9.6,16.49,4.64,11.62,9.42,7.92,6.22,8.21,12.2,4.32,28.58,5.93,5.04,Expressed in all low
TNFSF4,ENSG00000117586,1.48,0.68,0.39,0.59,0.7,1.2,0.68,0.67,1.48,2.78,2.92,0.63,2.17,0.24,1.04,0.68,0.51,5.22,1.2,1.45,0.63,0.77,0.51,0.17,1.13,0.38,0.37,Mixed low
NOXRED1,ENSG00000165555,0.29,0.25,0.14,0.08,0.32,0.32,0.58,0.31,0.29,0.38,0.3,0.24,0.33,0.11,0.13,0.47,0.16,7.91,0.38,0.19,0.6,0.15,0.06,0.23,0.27,0.08,0.08,Moderately tissue enriched
OR14C36,ENSG00000177174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
,ENSG00000183729,0.0,0.0,0.4,0.0,0.0,0.06,0.35,0.0,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.3,0.01,0.0,0.02,0.0,0.15,0.0,0.01,0.0,Not detected
MCMDC2,ENSG00000178460,0.66,0.65,0.26,0.26,0.44,0.7,0.83,0.55,0.48,0.6,0.53,0.54,0.9,0.76,0.31,0.44,0.42,15.03,0.52,0.6,0.67,0.66,0.76,0.53,0.7,0.15,0.16,Moderately tissue enriched
AGAP1,ENSG00000157985,16.67,16.21,2.71,5.89,8.66,5.93,25.1,6.87,3.63,2.72,3.81,11.59,5.42,9.55,7.29,6.59,7.73,10.67,7.83,8.55,15.27,10.0,7.55,3.97,8.08,1.61,5.06,Expressed in all low
SMAGP,ENSG00000170545,38.4,9.71,6.0,3.3,19.39,4.45,0.77,31.35,7.5,6.27,9.92,13.39,9.6,16.47,6.23,5.99,104.98,6.62,16.89,11.18,4.17,66.49,3.12,16.39,7.07,1.48,4.14,Mixed high
TNFRSF1A,ENSG00000067182,68.81,42.27,84.6,24.1,84.42,43.12,26.23,58.12,70.45,47.12,93.36,118.31,99.61,107.86,57.68,61.7,93.44,27.94,112.9,103.84,48.43,76.77,33.75,67.97,59.24,37.9,37.67,Expressed in all high
HGH1,ENSG00000235173,5.01,4.47,4.0,5.0,5.2,5.11,4.92,4.25,5.82,13.3,6.65,6.43,8.94,8.25,4.0,6.65,8.32,9.53,7.14,8.89,11.39,8.39,4.99,7.46,8.16,3.23,9.08,Expressed in all low
SETMAR,ENSG00000170364,9.6,9.39,5.75,4.05,9.97,19.13,7.53,7.7,7.52,7.96,7.28,7.13,10.52,6.94,20.13,20.79,7.86,9.56,13.75,13.63,16.42,13.54,11.32,10.38,25.37,6.31,11.65,Expressed in all low
ESYT1,ENSG00000139641,24.14,19.25,25.05,18.34,42.52,28.78,13.22,20.56,41.55,48.9,38.5,17.55,33.56,15.76,96.53,41.59,33.65,15.85,32.95,41.65,29.64,29.42,20.94,26.61,33.74,18.05,23.21,Expressed in all high
C1orf105,ENSG00000180999,0.14,0.14,0.38,0.0,0.0,1.91,0.1,0.32,0.0,0.0,0.0,0.52,0.15,0.16,0.0,0.0,0.67,15.61,0.0,0.0,0.0,0.53,3.45,0.21,0.0,0.11,0.0,Mixed high
ITPKB,ENSG00000143772,6.84,14.81,3.23,2.38,17.21,13.87,32.74,6.91,23.11,26.5,14.34,7.3,3.9,5.49,33.08,28.99,17.19,4.37,11.26,16.79,7.48,13.87,6.95,9.78,9.75,11.02,22.17,Expressed in all low
ANKRD24,ENSG00000089847,0.44,0.98,1.06,0.57,0.36,2.51,6.17,0.57,0.63,0.34,0.23,0.55,0.54,0.52,0.58,0.46,0.73,4.48,0.6,0.19,0.85,0.11,0.11,0.3,0.52,0.26,0.5,Mixed low
C1QC,ENSG00000159189,125.97,25.33,92.95,17.35,201.5,25.64,61.47,83.9,647.73,276.1,116.51,134.54,141.65,120.55,60.93,35.0,174.41,47.75,147.77,160.26,21.18,43.33,37.53,6.69,30.77,23.79,31.83,Expressed in all low
KIF18B,ENSG00000186185,2.04,0.04,0.21,0.07,0.37,0.14,1.07,2.14,1.6,7.01,4.75,2.89,0.17,3.04,0.49,0.67,3.56,2.74,0.57,1.17,0.22,2.34,0.11,3.47,0.01,8.03,0.28,Mixed low
UBFD1,ENSG00000103353,11.91,15.33,9.33,7.94,12.28,18.18,18.37,13.01,15.32,15.17,16.72,9.42,18.34,8.76,15.65,19.74,20.72,36.15,15.28,17.48,20.86,15.3,18.19,9.99,19.45,10.17,10.96,Expressed in all low
BTLA,ENSG00000186265,2.04,0.56,1.04,0.04,1.03,0.58,0.15,3.51,11.23,24.12,12.02,2.32,0.48,1.24,0.4,0.44,0.16,0.32,1.83,2.61,0.26,0.96,0.13,0.36,0.22,1.66,1.16,Mixed high
RBL2,ENSG00000103479,36.16,41.05,35.31,30.5,54.03,62.17,29.41,51.21,73.45,100.87,71.28,47.97,42.16,39.85,43.17,50.61,22.37,62.38,53.01,53.05,52.98,38.36,26.89,42.11,49.77,21.48,42.2,Expressed in all high
CRNKL1,ENSG00000101343,14.74,15.05,9.1,3.42,9.07,15.1,12.85,11.73,10.93,13.13,10.41,10.37,9.93,10.85,9.5,15.22,10.83,14.3,9.64,12.38,12.43,11.47,8.77,8.94,13.64,17.31,7.2,Expressed in all low
ANGPTL1,ENSG00000116194,15.85,12.38,10.12,10.24,10.94,12.2,2.38,3.21,9.03,3.22,10.98,17.53,42.7,8.57,29.2,40.45,58.92,15.92,27.89,16.02,34.42,29.75,17.76,2.73,57.48,0.16,24.94,Mixed high
TMLHE,ENSG00000185973,10.7,13.11,9.4,4.69,5.34,6.01,8.84,8.98,8.98,7.5,7.29,10.43,12.16,11.53,13.14,9.04,7.28,3.76,10.69,10.74,11.07,12.93,22.58,4.54,11.41,5.1,10.19,Expressed in all low
FAF1,ENSG00000185104,19.29,19.92,14.6,21.05,21.15,20.8,20.95,17.93,14.89,30.04,20.46,21.39,21.79,19.11,16.08,25.19,22.0,74.75,23.23,38.68,44.91,38.72,42.52,28.0,29.17,25.49,19.57,Expressed in all high
IL1RAP,ENSG00000196083,2.82,3.36,88.06,2.66,7.17,4.11,6.24,3.9,5.07,2.89,12.24,2.35,3.34,2.06,2.44,4.5,30.46,1.78,14.99,10.13,5.93,16.32,4.1,11.16,2.85,13.66,2.28,Expressed in all low
KYNU,ENSG00000115919,2.54,11.94,41.21,0.4,8.25,0.9,0.86,6.71,7.29,15.24,23.76,1.68,4.56,1.39,0.8,3.03,7.95,14.11,11.44,31.05,1.43,6.74,0.81,0.99,0.26,5.47,0.92,Mixed high
MIF4GD,ENSG00000125457,14.78,15.54,10.37,9.52,21.55,10.18,13.2,11.28,24.92,35.42,21.48,15.23,12.21,14.05,13.14,14.94,13.22,15.7,20.14,22.45,14.94,24.46,15.17,17.74,11.4,30.65,9.85,Expressed in all low
FAM183A,ENSG00000186973,0.12,0.57,0.0,0.27,16.74,2.29,0.1,0.32,0.03,0.19,0.22,0.02,0.26,0.0,0.0,4.74,0.46,7.65,0.02,0.5,0.05,1.43,0.0,4.37,0.12,0.1,0.68,Mixed high
OTUD1,ENSG00000165312,10.42,18.84,6.32,3.63,20.05,10.93,9.07,18.36,12.47,14.95,11.73,5.42,13.35,6.26,8.76,12.0,12.73,7.96,11.58,13.66,14.01,9.12,15.24,12.47,14.07,38.55,5.23,Expressed in all low
CEP162,ENSG00000135315,4.49,3.97,2.04,1.54,5.87,4.03,3.25,4.55,5.03,4.54,4.55,3.31,4.0,2.34,4.3,6.29,3.3,18.89,5.38,5.55,5.68,3.73,1.98,5.64,5.45,2.73,3.13,Expressed in all low
PSKH2,ENSG00000147613,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
KLK7,ENSG00000169035,0.02,6.2,0.0,0.0,5.46,0.1,6.67,0.3,0.74,0.0,0.03,0.0,0.08,0.3,0.13,1.14,0.0,0.18,0.96,0.0,0.17,48.14,0.0,132.59,0.0,0.01,1.5,Group enriched
AQP11,ENSG00000178301,2.83,4.97,7.92,1.35,0.53,4.2,2.52,1.54,0.87,0.51,0.68,18.14,6.88,19.92,1.1,0.87,0.91,6.01,1.02,0.58,1.16,0.19,0.29,0.55,5.3,0.26,0.37,Mixed high
TMPRSS11A,ENSG00000187054,0.01,0.0,0.01,0.0,0.01,0.28,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.24,0.03,0.69,0.0,97.67,0.04,0.01,0.0,0.0,0.01,Highly tissue enriched
POM121L1P,ENSG00000183169,0.0,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,14.73,0.03,0.0,0.08,0.0,0.0,0.0,0.04,0.01,0.0,Highly tissue enriched
,ENSG00000204377,0.63,0.34,1.05,1.15,0.67,1.25,2.62,1.96,0.14,0.25,0.26,0.67,2.04,0.0,0.67,0.44,0.58,0.84,0.74,0.74,0.82,0.26,0.22,1.36,0.81,0.39,0.44,Mixed low
,ENSG00000255394,0.0,0.0,0.72,1.37,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.6,0.0,1.2,0.0,0.0,0.53,1.05,0.37,0.0,0.0,0.0,1.43,0.0,3.23,0.01,0.0,Mixed low
RCBTB1,ENSG00000136144,7.7,15.19,4.68,6.2,14.32,11.54,22.3,10.34,15.86,15.7,11.48,6.78,24.68,6.59,10.37,18.97,12.36,11.45,11.86,14.24,44.16,7.48,13.44,8.05,7.48,9.89,5.93,Expressed in all low
TMEM215,ENSG00000188133,0.02,0.02,0.02,0.0,0.04,0.02,0.3,0.04,0.0,0.0,0.0,0.02,0.02,0.02,0.01,4.22,0.0,2.34,0.01,0.06,1.31,0.02,0.0,0.0,0.31,0.0,0.0,Group enriched
SREK1IP1,ENSG00000153006,7.67,6.0,5.32,3.01,8.61,7.13,5.15,6.94,8.47,8.54,8.51,5.63,7.63,6.94,8.48,6.74,10.06,7.94,9.03,7.8,9.95,14.76,6.04,14.17,7.1,14.62,6.02,Expressed in all low
,ENSG00000214014,3.85,0.44,0.62,0.0,2.05,0.86,2.99,4.92,3.74,0.53,0.74,0.0,0.0,1.25,1.96,0.0,0.97,0.52,0.0,0.67,0.31,0.43,0.6,0.89,0.49,0.58,0.5,Mixed low
OAS3,ENSG00000111331,11.9,3.76,4.01,2.56,15.7,3.68,4.86,13.8,25.78,8.85,14.36,9.07,5.19,9.46,7.6,5.77,13.73,6.67,14.71,15.92,4.0,10.52,5.39,5.89,3.64,17.32,27.49,Expressed in all low
DNTT,ENSG00000107447,0.03,0.0,0.01,0.03,0.04,0.0,0.0,0.03,0.17,0.35,0.19,0.02,0.0,0.0,0.0,0.05,0.0,0.47,0.0,0.02,0.46,0.0,0.0,0.04,0.0,16.5,0.05,Moderately tissue enriched
PCMTD1,ENSG00000168300,32.42,45.15,22.97,52.55,35.67,47.31,17.9,35.57,50.12,33.26,30.62,31.99,41.44,32.41,41.73,48.85,27.25,23.6,47.1,52.4,79.6,39.88,35.99,28.67,60.41,19.93,57.98,Expressed in all high
GLUD2,ENSG00000182890,23.81,73.75,136.42,13.59,21.08,35.04,58.23,21.42,16.28,15.05,18.05,31.59,31.34,27.93,26.7,17.74,21.87,36.41,21.02,25.97,24.35,27.56,23.49,17.17,27.04,6.52,12.9,Expressed in all low
BTG4,ENSG00000137707,0.0,0.0,0.0,0.0,0.56,0.0,0.04,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,17.44,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,Moderately tissue enriched
,ENSG00000124593,4.71,5.68,3.43,2.93,16.41,10.95,4.64,12.69,26.83,5.18,3.8,4.22,8.61,7.34,11.07,9.6,8.35,6.74,21.87,13.08,10.93,11.91,7.96,6.25,4.63,1.56,8.12,Expressed in all low
GUF1,ENSG00000151806,12.91,11.37,7.41,4.89,7.29,11.35,15.34,11.98,8.33,11.87,9.99,10.86,10.76,10.09,8.75,10.0,6.88,11.23,8.3,10.02,12.03,11.82,12.14,16.33,9.34,8.9,5.29,Expressed in all low
MFAP3,ENSG00000037749,12.88,12.61,8.91,4.71,12.7,10.9,14.68,11.06,11.86,12.16,15.54,10.37,11.39,12.25,14.7,17.43,18.26,11.45,18.93,24.95,18.12,19.3,23.53,7.76,11.42,10.17,7.85,Expressed in all low
FBXL15,ENSG00000107872,9.43,10.14,2.83,1.52,3.57,4.05,5.9,7.01,5.24,1.09,1.42,3.44,3.48,4.26,7.58,2.15,1.06,2.64,0.5,0.43,0.69,0.51,0.73,1.63,1.24,1.85,2.51,Mixed high
TRAF6,ENSG00000175104,5.4,5.83,5.18,3.3,6.16,3.88,4.69,5.22,7.02,5.73,5.42,6.52,4.43,5.02,5.04,5.24,4.76,8.03,5.79,5.46,9.05,6.19,5.56,4.23,6.54,13.03,4.22,Expressed in all low
PYGL,ENSG00000100504,22.41,8.16,73.87,3.16,16.63,11.19,5.96,5.96,26.81,6.72,25.33,5.73,17.62,4.03,94.25,20.16,46.24,6.59,15.2,38.53,5.96,38.09,4.76,35.7,14.06,87.55,8.35,Expressed in all low
SSX2,ENSG00000241476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,19.15,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,Moderately tissue enriched
STT3A,ENSG00000134910,55.65,40.33,44.13,35.41,47.25,60.36,22.54,61.9,41.61,42.82,58.89,47.78,47.03,49.15,28.95,70.8,70.64,50.07,52.76,64.87,110.96,37.56,35.22,32.24,74.28,24.84,72.95,Expressed in all high
VCPKMT,ENSG00000100483,4.49,3.47,2.87,2.18,5.3,5.45,4.8,5.97,7.5,9.72,8.67,7.42,6.55,5.05,4.39,7.22,3.93,8.06,5.44,5.63,5.26,6.17,2.74,8.86,3.9,14.56,2.57,Expressed in all low
CMC4,ENSG00000182712,4.73,6.86,7.96,9.31,4.77,8.17,3.58,4.19,6.16,8.98,4.5,5.75,6.8,6.25,10.43,8.02,5.74,7.53,8.29,8.29,10.22,8.16,24.6,5.93,8.75,3.55,10.03,Expressed in all low
CRIP2,ENSG00000182809,28.89,56.86,19.25,20.0,118.43,42.19,50.43,45.4,53.74,26.4,30.16,24.03,34.26,22.45,94.99,62.41,60.84,33.42,50.53,62.62,50.86,52.62,367.24,79.5,19.09,1.08,49.51,Expressed in all low
YEATS4,ENSG00000127337,12.9,10.62,8.83,6.66,8.57,10.35,10.82,11.02,10.35,21.56,10.66,12.27,12.68,13.06,6.99,11.27,9.83,34.96,9.7,13.3,13.77,12.81,9.23,9.8,8.51,24.25,9.02,Expressed in all low
MRPS16,ENSG00000182180,42.08,33.05,26.34,21.02,21.59,30.85,23.62,33.49,27.28,32.97,33.69,30.2,38.83,38.01,33.57,23.2,23.97,31.58,23.19,35.58,27.07,31.78,43.15,19.19,23.6,19.74,27.44,Expressed in all high
URGCP,ENSG00000106608,17.15,20.06,10.77,8.11,13.21,15.57,16.25,10.62,12.73,10.18,8.58,16.31,21.85,19.24,12.46,12.12,10.59,8.98,12.54,13.53,14.3,13.82,14.94,16.91,16.74,6.49,9.99,Expressed in all low
SARM1,ENSG00000004139,5.42,6.7,2.51,6.61,5.88,9.52,11.15,7.44,14.41,5.69,7.66,6.95,7.08,4.9,4.21,9.25,2.98,3.36,5.5,6.94,9.84,4.02,4.84,4.34,6.42,2.09,7.65,Expressed in all low
PRKCD,ENSG00000163932,30.04,19.39,4.52,13.44,32.91,28.86,9.11,43.17,30.0,36.23,33.59,38.06,45.19,37.68,32.27,8.04,14.1,18.83,28.34,33.0,32.88,23.54,10.6,20.54,10.01,38.46,17.3,Expressed in all low
CREB3L4,ENSG00000143578,12.4,7.43,6.75,7.7,8.7,125.52,5.34,30.56,8.31,9.16,7.6,10.61,7.41,12.87,6.03,22.96,8.68,7.23,10.72,11.57,17.29,8.55,5.12,11.67,21.81,6.16,40.81,Expressed in all low
C9orf40,ENSG00000135045,7.42,1.99,1.91,0.79,1.03,2.06,3.86,1.55,2.31,4.29,4.21,9.78,2.08,7.03,3.65,2.44,3.55,9.09,1.77,2.21,1.67,2.6,1.09,1.53,2.02,3.31,1.19,Mixed low
AURKA,ENSG00000087586,8.75,1.69,2.26,1.29,1.9,1.09,1.25,4.98,3.36,18.26,10.01,7.88,1.4,10.73,1.14,2.03,9.36,28.13,1.86,5.23,1.47,5.45,4.35,2.75,0.92,9.13,0.97,Mixed high
POFUT2,ENSG00000186866,9.84,11.38,5.71,12.46,21.82,18.23,11.01,15.77,17.52,13.98,16.09,16.76,19.67,16.58,11.05,21.2,26.84,23.22,21.07,19.36,22.63,10.78,14.31,11.43,29.48,18.22,16.23,Expressed in all low
RLIM,ENSG00000131263,8.22,10.02,5.83,3.54,7.93,10.05,17.29,7.64,8.26,9.29,10.66,5.51,13.46,5.58,5.89,9.63,9.0,7.28,10.9,8.61,11.85,9.28,7.03,6.52,10.45,24.41,4.96,Expressed in all low
CHST9,ENSG00000154080,0.23,1.13,6.24,5.08,5.47,3.31,1.84,0.71,5.73,0.0,0.16,0.26,0.19,0.27,0.06,0.06,0.02,7.83,4.13,1.73,0.05,2.18,0.58,0.11,0.07,0.02,9.98,Mixed low
AKT1,ENSG00000142208,48.37,40.3,40.27,47.02,75.63,69.55,36.51,61.79,69.23,52.68,51.6,45.29,68.05,46.12,60.33,53.24,59.95,34.02,56.7,65.9,54.97,61.04,75.47,40.57,45.92,38.02,50.51,Expressed in all high
PPEF1,ENSG00000086717,0.06,0.0,0.04,0.1,0.3,0.43,3.05,0.04,0.42,0.38,0.15,0.05,0.21,0.12,0.01,0.29,0.31,14.69,0.31,0.85,0.25,0.13,0.24,0.45,0.36,0.64,0.07,Group enriched
TBC1D7,ENSG00000145979,13.46,14.35,7.49,3.77,6.65,11.02,10.71,8.3,8.17,12.25,9.56,10.1,8.83,12.29,7.44,7.36,12.69,14.45,10.62,12.38,7.63,11.73,25.63,9.9,3.41,14.15,6.18,Expressed in all low
UBE3A,ENSG00000114062,26.21,25.37,19.44,10.71,19.15,26.06,30.56,20.78,19.76,27.99,24.68,22.6,27.27,19.38,19.33,27.73,18.3,35.96,23.22,26.62,35.64,28.32,28.51,21.73,27.45,11.85,15.73,Expressed in all high
NUMB,ENSG00000133961,38.65,39.82,30.61,22.73,62.68,25.6,19.96,37.44,38.94,36.54,51.56,51.07,23.25,55.66,22.74,43.52,39.92,28.06,65.11,55.92,65.29,56.15,29.11,38.9,31.66,29.56,30.69,Expressed in all high
CCDC96,ENSG00000173013,0.96,1.08,0.42,0.63,2.06,0.98,1.44,0.99,0.93,0.81,0.53,0.57,1.25,0.87,0.79,1.0,0.51,36.29,0.93,0.73,1.2,0.74,0.47,1.46,0.74,0.75,0.72,Moderately tissue enriched
CBR1,ENSG00000159228,54.97,87.05,113.47,9.74,31.1,44.27,60.97,89.58,27.03,24.38,22.25,240.39,44.69,392.23,27.23,21.5,24.62,17.63,45.49,36.62,30.71,70.2,16.45,81.41,26.03,6.23,50.05,Expressed in all low
TLK2,ENSG00000146872,11.1,7.86,4.83,3.73,8.81,6.21,9.02,8.58,9.18,8.47,8.19,7.85,6.23,6.97,7.82,8.01,6.89,22.66,6.28,6.04,7.28,8.38,6.21,5.7,7.36,12.17,4.98,Expressed in all low
POR,ENSG00000127948,33.45,49.37,196.8,25.3,52.42,29.03,25.97,39.47,38.81,22.44,33.21,73.74,124.19,85.71,45.28,24.98,47.61,34.94,39.56,40.36,139.12,46.09,21.83,32.6,40.75,12.0,20.18,Expressed in all high
IL6ST,ENSG00000134352,44.79,61.73,95.14,19.65,57.25,48.88,37.48,35.79,61.85,57.31,60.74,23.46,68.36,18.25,75.21,55.38,151.15,26.47,77.59,67.94,59.68,44.39,35.34,19.26,49.71,16.52,46.41,Expressed in all high
TSPEAR,ENSG00000175894,0.05,0.04,0.04,0.15,0.19,0.0,0.05,0.37,0.32,0.27,0.19,0.19,0.02,0.16,0.1,0.08,0.05,1.2,0.1,0.04,0.5,0.04,0.19,0.83,0.06,0.0,0.03,Mixed low
CYP3A43,ENSG00000021461,0.12,0.0,12.64,0.86,0.15,1.27,0.16,0.03,0.1,0.04,0.08,0.0,0.08,0.0,0.27,0.0,0.01,1.37,0.0,0.0,0.1,0.02,0.02,0.12,0.04,0.0,0.09,Moderately tissue enriched
HNRNPA0,ENSG00000177733,36.42,29.52,21.94,20.23,35.82,34.99,37.85,36.24,41.34,34.8,32.25,29.31,44.08,27.78,37.6,50.77,40.32,33.55,27.22,26.08,30.87,23.65,21.61,24.6,62.38,44.35,21.49,Expressed in all high
FAAP20,ENSG00000162585,11.91,16.7,7.31,5.62,12.58,16.07,5.91,15.76,16.84,9.95,11.59,9.0,12.66,8.29,19.53,13.39,9.48,14.06,5.08,5.3,6.06,3.9,6.49,10.46,10.91,8.97,10.86,Expressed in all low
GRIN3A,ENSG00000198785,0.36,0.18,0.1,0.04,0.12,1.07,7.6,0.13,0.61,0.4,0.38,0.13,0.1,0.1,0.16,0.27,0.05,0.5,0.1,0.1,0.09,0.08,0.24,0.3,1.0,0.05,0.05,Moderately tissue enriched
TBX6,ENSG00000149922,0.45,1.11,0.15,1.55,0.67,0.84,0.64,4.14,1.0,0.48,0.33,0.43,0.44,0.71,1.05,0.41,0.2,0.81,0.64,2.34,0.74,2.48,0.33,1.77,0.96,0.15,1.32,Mixed low
GAL3ST3,ENSG00000175229,0.01,1.79,0.0,0.57,0.0,0.71,2.33,0.0,0.0,0.06,0.02,0.02,0.0,0.0,0.17,3.6,0.0,0.47,0.03,0.0,5.09,0.02,1.26,0.05,0.04,0.0,0.03,Mixed low
,ENSG00000197262,3.41,2.75,14.08,0.83,4.91,2.96,16.82,3.92,7.87,9.11,14.97,3.48,17.59,5.23,0.95,2.21,7.75,1.5,13.27,5.37,2.79,1.39,1.34,0.23,1.62,64.65,1.56,Mixed high
DTL,ENSG00000143476,4.18,0.41,2.12,0.28,3.14,0.65,1.01,2.36,4.79,6.98,6.48,4.07,0.25,2.98,1.58,1.68,6.2,18.26,1.56,2.64,0.95,2.84,0.47,2.26,0.16,20.87,0.29,Mixed high
AP1S1,ENSG00000106367,48.14,42.06,29.4,13.19,20.85,30.81,91.75,36.06,19.58,21.44,20.9,43.76,24.48,48.25,20.19,23.78,33.24,21.94,31.92,41.85,36.39,25.44,11.48,28.65,22.32,6.77,23.68,Expressed in all low
SP8,ENSG00000164651,0.0,0.0,0.0,0.0,0.0,1.78,0.06,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,Moderately tissue enriched
MKKS,ENSG00000125863,21.73,26.22,20.12,9.12,13.17,17.62,21.5,15.52,12.37,11.72,12.54,18.69,17.93,22.56,17.03,14.67,11.47,21.93,17.52,15.09,21.47,16.07,19.31,9.56,15.78,4.57,14.54,Expressed in all low
STH,ENSG00000256762,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
NDN,ENSG00000182636,14.25,9.59,2.4,4.6,15.96,28.83,31.89,6.23,18.59,10.53,10.59,10.85,46.22,9.77,50.0,47.44,29.57,21.12,26.38,22.3,10.34,17.55,23.63,4.58,67.86,0.81,9.84,Mixed high
P4HA3,ENSG00000149380,0.69,0.69,0.93,0.36,0.68,4.21,0.26,0.3,0.25,0.99,4.98,0.21,0.42,0.18,0.58,1.27,5.2,2.13,6.86,9.41,2.08,0.43,0.22,0.29,0.77,0.05,0.41,Mixed low
BRD4,ENSG00000141867,11.7,14.47,12.73,11.24,14.14,12.74,15.03,14.02,21.57,17.04,18.41,12.06,11.91,11.28,14.29,16.13,28.18,21.28,12.48,11.91,12.62,13.0,11.12,14.2,18.18,12.67,12.34,Expressed in all high
ESPN,ENSG00000187017,17.85,36.05,49.95,0.02,1.64,3.42,0.08,2.48,0.73,0.12,1.37,33.82,2.55,31.81,0.71,2.58,0.58,76.51,0.22,0.67,0.27,7.81,0.42,58.25,0.15,14.49,4.64,Mixed high
TMEM116,ENSG00000198270,4.2,22.61,8.14,3.87,13.5,4.68,5.01,8.98,4.53,10.65,4.32,9.82,6.54,14.98,5.03,6.94,3.73,31.97,18.69,33.06,14.08,12.3,27.5,23.56,8.71,2.06,16.39,Expressed in all low
NKX6-3,ENSG00000165066,0.05,0.0,0.0,0.76,0.02,0.07,0.09,35.56,0.36,1.17,0.1,0.1,0.0,11.49,0.0,0.0,0.06,0.11,0.02,0.03,0.01,0.02,0.02,0.0,0.0,0.06,0.08,Group enriched
LILRB1,ENSG00000104972,5.08,1.47,3.5,0.67,9.87,1.71,4.32,8.68,57.93,32.31,68.68,6.91,3.2,5.76,1.35,2.4,4.4,2.2,5.31,15.78,1.66,1.81,1.15,0.12,1.12,15.11,2.03,Mixed high
